# SwiftFloris — Zipf-scale frequency table (Czech)
# ROADMAP §7 Next-3.2 / SWIFTKEY_PARITY_ROADMAP_2026-05-17 §B1.
# Generated from rspeer/wordfreq 3.1.1 top_n_list + zipf_frequency output.
# Zipf values generated from rspeer/wordfreq 3.1.1 (Apache-2.0); one word<TAB>zipf line per entry.
# Seed top-1000 table; full corpus-sized tables belong in dictionary-pack addons.
a	7.51
se	7.38
v	7.35
na	7.31
je	7.20
to	7.16
že	7.01
s	6.92
z	6.89
si	6.86
do	6.85
jsem	6.84
ale	6.82
o	6.79
i	6.77
tak	6.76
pro	6.65
ve	6.65
za	6.65
co	6.62
k	6.59
jako	6.58
jak	6.54
po	6.54
by	6.53
už	6.52
od	6.51
jsou	6.50
mi	6.48
když	6.46
mě	6.44
jen	6.43
nebo	6.40
byl	6.38
bude	6.36
já	6.34
u	6.34
má	6.32
jsme	6.31
které	6.30
ty	6.29
jeho	6.28
který	6.27
až	6.26
není	6.25
bylo	6.24
aby	6.22
než	6.22
ze	6.22
ještě	6.21
byla	6.20
být	6.19
také	6.18
ani	6.15
pak	6.14
při	6.13
tam	6.13
toho	6.13
ten	6.12
kde	6.11
mám	6.11
která	6.10
ho	6.09
ne	6.09
před	6.08
bych	6.07
protože	6.06
první	6.06
tu	6.06
podle	6.05
pokud	6.05
tom	6.05
něco	6.04
tím	6.04
další	6.03
teď	6.02
nic	6.01
let	6.00
mezi	6.00
nás	6.00
vám	6.00
vás	5.99
bez	5.98
jste	5.97
kdo	5.97
moc	5.97
proč	5.97
své	5.97
tomu	5.97
asi	5.96
jejich	5.96
může	5.95
kdy	5.93
ji	5.92
měl	5.92
ti	5.92
více	5.92
mu	5.91
roku	5.91
dnes	5.90
či	5.90
mít	5.89
roce	5.89
takže	5.89
no	5.88
nám	5.88
všechny	5.88
díky	5.87
však	5.87
již	5.86
nad	5.86
jestli	5.85
mají	5.85
pod	5.85
ta	5.85
třeba	5.85
den	5.84
praha	5.84
právě	5.84
tady	5.84
taky	5.84
všechno	5.84
ke	5.83
velmi	5.83
přes	5.82
české	5.82
dva	5.81
její	5.81
proti	5.81
proto	5.81
místo	5.80
nikdy	5.80
jeden	5.78
musí	5.78
budou	5.77
jsi	5.77
někdo	5.77
práce	5.77
tohle	5.77
dobře	5.76
jde	5.76
kteří	5.76
kvůli	5.76
zde	5.76
lidí	5.75
měla	5.75
jim	5.74
každý	5.74
tedy	5.74
víc	5.74
všichni	5.74
řekl	5.74
chci	5.73
nové	5.73
vůbec	5.73
ano	5.72
byly	5.72
stejně	5.72
život	5.72
jí	5.71
lidé	5.71
možná	5.71
máme	5.71
pouze	5.71
tento	5.71
budu	5.70
hodně	5.70
opravdu	5.70
poslední	5.69
prostě	5.69
rok	5.69
tři	5.69
děti	5.67
my	5.67
ní	5.67
svou	5.67
jo	5.66
měli	5.66
něj	5.66
této	5.66
byli	5.65
kterou	5.65
moje	5.65
pár	5.65
čas	5.65
chce	5.64
což	5.64
době	5.64
nikdo	5.64
on	5.64
stále	5.64
vše	5.64
zase	5.64
jenom	5.63
trochu	5.63
ať	5.62
dost	5.62
dvě	5.62
můžete	5.62
naše	5.62
pořád	5.62
jednou	5.61
kč	5.61
letech	5.61
máte	5.61
sebe	5.61
svůj	5.61
říká	5.61
během	5.60
hned	5.60
lidi	5.60
nevím	5.60
svého	5.60
tě	5.60
můj	5.59
například	5.59
celý	5.58
kdyby	5.58
nejlepší	5.58
několik	5.58
myslím	5.57
praze	5.57
té	5.57
člověk	5.57
kolem	5.56
nebude	5.56
nich	5.56
někdy	5.56
problém	5.56
práci	5.56
rád	5.56
sem	5.56
snad	5.56
věci	5.56
opět	5.55
vlastní	5.55
vlastně	5.55
vy	5.55
úplně	5.55
jinak	5.54
společnosti	5.54
sám	5.54
všech	5.54
vždy	5.54
dělat	5.53
hlavní	5.53
nový	5.53
peníze	5.53
těch	5.53
určitě	5.53
často	5.53
čr	5.53
dlouho	5.52
dobrý	5.52
dál	5.52
mohou	5.52
města	5.52
nemá	5.52
samozřejmě	5.52
velké	5.52
hlavně	5.51
lepší	5.51
mohl	5.51
především	5.51
přesně	5.51
část	5.51
dne	5.50
nejsou	5.50
spolu	5.50
m	5.49
světa	5.49
dalších	5.48
druhé	5.48
jedna	5.48
jiné	5.48
nakonec	5.48
případě	5.48
zatím	5.48
česká	5.48
chvíli	5.47
dvou	5.47
oblasti	5.47
d	5.46
lze	5.46
navíc	5.46
největší	5.46
nemám	5.46
prosím	5.46
stát	5.46
tohoto	5.46
země	5.46
hodin	5.45
mně	5.45
patří	5.45
společnost	5.45
takhle	5.45
toto	5.45
usa	5.45
vaše	5.45
vidět	5.45
český	5.45
abych	5.44
celé	5.44
chtěl	5.44
doma	5.44
možné	5.44
místě	5.44
sobě	5.44
svým	5.44
tato	5.44
tyto	5.44
větší	5.44
vždycky	5.44
celkem	5.43
nějaký	5.43
později	5.43
večer	5.43
části	5.43
školy	5.43
dobré	5.42
jedno	5.42
minut	5.42
nejen	5.42
přímo	5.42
ráno	5.42
strany	5.42
svých	5.42
světě	5.42
dále	5.41
fakt	5.41
kromě	5.41
nyní	5.41
rychle	5.41
ráda	5.41
života	5.41
c	5.40
celou	5.40
dostal	5.40
kolik	5.40
nechci	5.40
the	5.40
dobu	5.39
jít	5.39
mimo	5.39
mnoho	5.39
mohla	5.39
ostatní	5.39
poté	5.39
sebou	5.39
velký	5.39
zejména	5.39
zároveň	5.39
chcete	5.38
jednu	5.38
kam	5.38
máš	5.38
nebyl	5.38
některé	5.38
rámci	5.38
sice	5.38
tebe	5.38
tomto	5.38
včetně	5.38
všem	5.38
znovu	5.38
budeme	5.37
naší	5.37
nebylo	5.37
nějaké	5.37
roky	5.37
těchto	5.37
udělat	5.37
vypadá	5.37
září	5.37
říct	5.37
budete	5.36
dokonce	5.36
jednoho	5.36
jej	5.36
mohli	5.36
město	5.36
nejsem	5.36
něm	5.36
počet	5.36
základní	5.36
chtěla	5.35
doby	5.35
musím	5.35
tolik	5.35
totiž	5.35
týden	5.35
zemi	5.35
čtyři	5.35
ženy	5.35
b	5.34
období	5.34
poprvé	5.34
svět	5.34
systém	5.34
takové	5.34
takový	5.34
zcela	5.34
dá	5.33
jméno	5.33
příliš	5.33
sama	5.33
stojí	5.33
státní	5.33
téměř	5.33
třetí	5.33
vím	5.33
domů	5.32
dítě	5.32
jan	5.32
můžeme	5.32
nová	5.32
náš	5.32
tuto	5.32
žádné	5.32
jaké	5.31
km	5.31
mnou	5.31
nějak	5.31
několika	5.31
ovšem	5.31
prahy	5.31
prý	5.31
pět	5.31
skoro	5.31
věc	5.31
bychom	5.30
film	5.30
informace	5.30
ním	5.30
ně	5.30
někoho	5.30
p	5.30
půl	5.30
času	5.30
žádný	5.30
brno	5.29
ceny	5.29
e	5.29
letos	5.29
např	5.29
nemůže	5.29
nemůžu	5.29
nového	5.29
okolí	5.29
součástí	5.29
vlády	5.29
zrovna	5.29
českých	5.29
bohužel	5.28
cenu	5.28
dělá	5.28
dům	5.28
firmy	5.28
kterým	5.28
možnost	5.28
muž	5.28
století	5.28
straně	5.28
vážně	5.28
čím	5.28
číslo	5.28
řekla	5.28
druhý	5.27
eu	5.27
jedné	5.27
jiný	5.27
svém	5.27
velká	5.27
začal	5.27
č	5.27
alespoň	5.26
dny	5.26
domácí	5.26
hry	5.26
jedná	5.26
jiného	5.26
petr	5.26
prvním	5.26
přece	5.26
stačí	5.26
zda	5.26
znamená	5.26
byste	5.25
docela	5.25
dát	5.25
jaký	5.25
jich	5.25
li	5.25
nebyla	5.25
oba	5.25
paní	5.25
pocit	5.25
pomocí	5.25
pravda	5.25
problémy	5.25
prostředí	5.25
republiky	5.25
většinou	5.25
domu	5.24
hodiny	5.24
hrát	5.24
konci	5.24
konečně	5.24
kterých	5.24
nějakou	5.24
policie	5.24
přijde	5.24
t	5.24
většina	5.24
auto	5.23
cena	5.23
chtějí	5.23
dal	5.23
děkuji	5.23
jistě	5.23
místa	5.23
potom	5.23
rozhodně	5.23
věcí	5.23
jiří	5.22
mnohem	5.22
muži	5.22
naopak	5.22
nejde	5.22
noci	5.22
ona	5.22
pan	5.22
skupiny	5.22
sociální	5.22
tisíc	5.22
tým	5.22
vedle	5.22
váš	5.22
českého	5.22
řízení	5.22
akce	5.21
dle	5.21
dostat	5.21
doufám	5.21
mělo	5.21
naprosto	5.21
národní	5.21
některých	5.21
r	5.21
rozdíl	5.21
různých	5.21
stalo	5.21
státu	5.21
střední	5.21
zpět	5.21
štěstí	5.21
dneska	5.20
dnešní	5.20
dříve	5.20
h	5.20
jdu	5.20
konec	5.20
lety	5.20
malé	5.20
n	5.20
ruce	5.20
služby	5.20
smrti	5.20
společně	5.20
tehdy	5.20
území	5.20
žena	5.20
buď	5.19
dní	5.19
dětí	5.19
in	5.19
jehož	5.19
l	5.19
listopadu	5.19
mne	5.19
mohlo	5.19
noc	5.19
někde	5.19
právo	5.19
vyšší	5.19
výsledky	5.19
zatímco	5.19
zařízení	5.19
zítra	5.19
čeká	5.19
druhou	5.18
líbí	5.18
martin	5.18
méně	5.18
městě	5.18
můžu	5.18
naši	5.18
novou	5.18
oni	5.18
přitom	5.18
rádi	5.18
spíš	5.18
utkání	5.18
vláda	5.18
včera	5.18
česku	5.18
řešení	5.18
http	5.17
jasně	5.17
jedním	5.17
jiných	5.17
konce	5.17
množství	5.17
new	5.17
platí	5.17
přišel	5.17
sami	5.17
stal	5.17
systému	5.17
týmu	5.17
zdarma	5.17
člověka	5.17
aspoň	5.16
kterého	5.16
musel	5.16
málo	5.16
mého	5.16
nebudu	5.16
nimi	5.16
nově	5.16
občas	5.16
of	5.16
projekt	5.16
rady	5.16
rodiče	5.16
vedení	5.16
vody	5.16
víte	5.16
začala	5.16
škola	5.16
došlo	5.15
kdybych	5.15
lidem	5.15
mé	5.15
nových	5.15
pravdu	5.15
prostřednictvím	5.15
republice	5.15
rovněž	5.15
spíše	5.15
teda	5.15
tzv	5.15
ví	5.15
začátku	5.15
základě	5.15
špatně	5.15
kterém	5.14
mnoha	5.14
muže	5.14
místní	5.14
našich	5.14
nejvyšší	5.14
neměl	5.14
náměstí	5.14
pomoc	5.14
prezident	5.14
práva	5.14
přesto	5.14
taková	5.14
velkou	5.14
vědět	5.14
x	5.14
zákona	5.14
životě	5.14
abychom	5.13
brzy	5.13
cesta	5.13
daleko	5.13
dobrá	5.13
důležité	5.13
mezinárodní	5.13
najít	5.13
organizace	5.13
pomoci	5.13
program	5.13
rozhodnutí	5.13
slova	5.13
slovo	5.13
stavu	5.13
vede	5.13
vzhledem	5.13
začíná	5.13
článek	5.13
auta	5.12
cestu	5.12
filmu	5.12
finále	5.12
j	5.12
metrů	5.12
myslí	5.12
pavel	5.12
postupně	5.12
prodej	5.12
rodiny	5.12
situace	5.12
soutěže	5.12
stav	5.12
svoje	5.12
svoji	5.12
věku	5.12
zprávy	5.12
zápas	5.12
škole	5.12
cesty	5.11
dobrou	5.11
dvěma	5.11
fajn	5.11
jediný	5.11
jež	5.11
knihy	5.11
lépe	5.11
muset	5.11
musíme	5.11
námi	5.11
někteří	5.11
osobní	5.11
peněz	5.11
pohled	5.11
raději	5.11
roli	5.11
super	5.11
tenhle	5.11
tentokrát	5.11
typu	5.11
venku	5.11
viděl	5.11
způsobem	5.11
zákon	5.11
říkám	5.11
celá	5.10
de	5.10
evropské	5.10
menší	5.10
milionů	5.10
měly	5.10
měsíc	5.10
měsíce	5.10
nachází	5.10
ni	5.10
ok	5.10
prezidenta	5.10
pátek	5.10
současné	5.10
stranu	5.10
tomáš	5.10
tělo	5.10
ulici	5.10
velice	5.10
způsob	5.10
úřad	5.10
šest	5.10
šlo	5.10
žádná	5.10
cm	5.09
dostala	5.09
dřív	5.09
funkce	5.09
našeho	5.09
skutečně	5.09
vidím	5.09
zemí	5.09
zájem	5.09
škoda	5.09
finanční	5.08
jana	5.08
malý	5.08
napsal	5.08
nicméně	5.08
název	5.08
okolo	5.08
příběh	5.08
příští	5.08
srdce	5.08
strana	5.08
vždyť	5.08
začít	5.08
řada	5.08
deset	5.07
dolarů	5.07
evropy	5.07
firma	5.07
hraje	5.07
klubu	5.07
malá	5.07
najednou	5.07
neboť	5.07
nechce	5.07
obce	5.07
otec	5.07
posledních	5.07
pracovní	5.07
programu	5.07
různé	5.07
smysl	5.07
snaží	5.07
tebou	5.07
video	5.07
války	5.07
všude	5.07
zemřel	5.07
zřejmě	5.07
body	5.06
dalším	5.06
jednání	5.06
jídlo	5.06
korun	5.06
měsíců	5.06
nejvíce	5.06
nemají	5.06
původní	5.06
stránky	5.06
trhu	5.06
zhruba	5.06
žije	5.06
března	5.05
centra	5.05
druhá	5.05
evropě	5.05
g	5.05
hra	5.05
každé	5.05
nechat	5.05
oči	5.05
potřebuju	5.05
pracovat	5.05
projektu	5.05
prostor	5.05
sobotu	5.05
starší	5.05
volby	5.05
webu	5.05
zpráva	5.05
šanci	5.05
cca	5.04
cestě	5.04
chtěli	5.04
cílem	5.04
děje	5.04
důvod	5.04
hlavu	5.04
informací	5.04
jasné	5.04
nemusí	5.04
obou	5.04
ono	5.04
přišla	5.04
skupina	5.04
skvělý	5.04
stane	5.04
syn	5.04
ven	5.04
vysoké	5.04
výkon	5.04
česko	5.04
žen	5.04
brně	5.03
chceme	5.03
funguje	5.03
hnutí	5.03
internetu	5.03
kraje	5.03
mm	5.03
moci	5.03
následně	5.03
obchodní	5.03
online	5.03
otázka	5.03
podporu	5.03
pondělí	5.03
seznam	5.03
soud	5.03
sport	5.03
sportovní	5.03
stejné	5.03
takovou	5.03
top	5.03
téma	5.03
vaší	5.03
začne	5.03
získat	5.03
řadu	5.03
životní	5.03
existuje	5.02
každou	5.02
koho	5.02
kole	5.02
nabízí	5.02
návrh	5.02
níž	5.02
obvykle	5.02
podobně	5.02
poměrně	5.02
potřeba	5.02
pozor	5.02
případ	5.02
rozhodl	5.02
rukou	5.02
spoustu	5.02
telefon	5.02
tří	5.02
bodů	5.01
centrum	5.01
chceš	5.01
data	5.01
fotografie	5.01
jejím	5.01
kola	5.01
nichž	5.01
odpověď	5.01
osobně	5.01
podařilo	5.01
pomalu	5.01
počasí	5.01
pravděpodobně	5.01
radost	5.01
situaci	5.01
směrem	5.01
spolupráci	5.01
svými	5.01
takto	5.01
teprve	5.01
tv	5.01
tvoří	5.01
udělal	5.01
vítězství	5.01
zdraví	5.01
zdá	5.01
americké	5.00
atd	5.00
bývalý	5.00
dlouhé	5.00
dokud	5.00
dokáže	5.00
kolo	5.00
ledna	5.00
mluví	5.00
nechal	5.00
obě	5.00
oddělení	5.00
ods	5.00
osob	5.00
plzeň	5.00
provozu	5.00
pěkně	5.00
radši	5.00
rodina	5.00
sex	5.00
správně	5.00
tobě	5.00
těžké	5.00
vývoj	5.00
zahraničí	5.00
zvláštní	5.00
získal	5.00
čem	5.00
dala	4.99
denně	4.99
dopravní	4.99
dostali	4.99
hlavy	4.99
miluju	4.99
musíte	4.99
neměla	4.99
nějaká	4.99
pane	4.99
pořádku	4.99
prosince	4.99
prostoru	4.99
průběhu	4.99
přístup	4.99
speciální	4.99
staré	4.99
televize	4.99
těla	4.99
umění	4.99
vedoucí	4.99
zajímavé	4.99
změnit	4.99
zpátky	4.99
října	4.99
žít	4.99
autor	4.98
chybí	4.98
dubna	4.98
dveře	4.98
energie	4.98
hodinu	4.98
ii	4.98
jenže	4.98
klidně	4.98
