# SwiftFloris — Zipf-scale frequency table (Spanish)
# ROADMAP §7 Next-3.2 / SWIFTKEY_PARITY_ROADMAP_2026-05-17 §B1.
# Generated from rspeer/wordfreq 3.1.1 top_n_list + zipf_frequency output.
# Zipf values generated from rspeer/wordfreq 3.1.1 (Apache-2.0); one word<TAB>zipf line per entry.
# Seed top-1000 table; full corpus-sized tables belong in dictionary-pack addons.
de	7.81
la	7.56
que	7.52
el	7.45
en	7.45
y	7.44
a	7.36
los	7.18
no	7.16
un	7.07
se	7.06
por	7.04
es	7.02
del	7.01
las	6.99
con	6.97
una	6.95
para	6.92
lo	6.89
su	6.78
al	6.74
como	6.73
me	6.70
más	6.63
si	6.59
pero	6.57
te	6.52
o	6.51
mi	6.43
le	6.40
este	6.37
sus	6.37
esta	6.36
todo	6.35
ya	6.33
ha	6.30
cuando	6.29
yo	6.29
ser	6.27
son	6.26
sin	6.24
hay	6.23
está	6.22
fue	6.22
tu	6.22
muy	6.21
sobre	6.19
también	6.19
todos	6.19
eso	6.15
tiene	6.15
nos	6.14
porque	6.14
qué	6.13
así	6.12
años	6.12
dos	6.12
bien	6.11
entre	6.11
puede	6.11
desde	6.10
hasta	6.09
hacer	6.07
ahora	6.05
era	6.05
esto	6.05
vez	6.04
hace	6.03
nada	6.02
ni	6.02
donde	6.01
parte	6.00
solo	6.00
algo	5.99
tiempo	5.97
día	5.96
uno	5.96
mejor	5.95
mucho	5.95
tan	5.95
ver	5.95
vida	5.95
e	5.93
ese	5.93
han	5.93
mismo	5.93
siempre	5.93
tengo	5.91
cada	5.90
después	5.90
están	5.90
gente	5.90
esa	5.89
estado	5.89
estoy	5.89
mundo	5.89
va	5.89
año	5.88
les	5.88
mas	5.87
otro	5.87
otros	5.87
gracias	5.86
otra	5.86
cosas	5.85
gran	5.84
menos	5.84
nunca	5.84
personas	5.84
tanto	5.84
antes	5.82
poco	5.82
sea	5.82
había	5.81
tener	5.81
trabajo	5.81
durante	5.80
ellos	5.80
lugar	5.80
creo	5.79
cómo	5.79
hecho	5.79
quiero	5.79
sólo	5.79
aunque	5.78
contra	5.78
cuenta	5.78
decir	5.78
gobierno	5.78
país	5.78
soy	5.78
todas	5.78
casa	5.77
estos	5.77
forma	5.77
he	5.77
nuevo	5.77
sido	5.77
él	5.76
aquí	5.75
ella	5.75
estas	5.75
sí	5.75
estaba	5.74
estar	5.74
hoy	5.74
tienen	5.74
alguien	5.73
dice	5.73
quien	5.72
toda	5.72
tres	5.72
voy	5.72
caso	5.71
días	5.71
momento	5.71
bueno	5.70
ciudad	5.70
mis	5.70
nuestro	5.70
luego	5.69
nacional	5.69
parece	5.69
nuestra	5.68
poder	5.68
pueden	5.68
pues	5.68
verdad	5.68
historia	5.67
mientras	5.67
nadie	5.67
nueva	5.67
otras	5.67
primera	5.67
veces	5.67
muchos	5.66
cual	5.65
debe	5.65
dijo	5.65
entonces	5.65
ir	5.65
tipo	5.65
algunos	5.64
general	5.64
mayor	5.64
tal	5.64
además	5.63
mal	5.62
muchas	5.62
primer	5.62
según	5.62
acuerdo	5.61
cualquier	5.61
dios	5.61
fueron	5.61
manera	5.61
nombre	5.61
unos	5.61
ley	5.60
medio	5.60
partido	5.60
bajo	5.59
fuera	5.59
hacia	5.59
sino	5.59
da	5.58
grupo	5.58
haber	5.58
hombre	5.58
puedo	5.58
buena	5.57
mujer	5.57
persona	5.56
será	5.56
sistema	5.56
casi	5.55
fin	5.55
hizo	5.55
noche	5.55
nosotros	5.55
pasado	5.55
presidente	5.55
quiere	5.55
tenemos	5.55
tus	5.55
eres	5.54
méxico	5.54
ahí	5.53
cosa	5.53
dentro	5.53
españa	5.53
estamos	5.53
familia	5.53
lado	5.53
aún	5.52
buen	5.52
podemos	5.52
misma	5.51
pueblo	5.51
tenía	5.51
esos	5.50
final	5.50
mujeres	5.50
política	5.50
problema	5.50
punto	5.50
agua	5.49
alguna	5.49
equipo	5.49
guerra	5.49
saber	5.49
sé	5.49
vamos	5.49
van	5.49
ante	5.48
d	5.48
dar	5.48
embargo	5.48
favor	5.48
gusta	5.48
importante	5.48
información	5.48
mañana	5.48
pasa	5.48
semana	5.48
tienes	5.48
claro	5.47
dinero	5.47
san	5.47
social	5.47
ejemplo	5.46
estados	5.46
horas	5.46
igual	5.46
millones	5.46
número	5.46
ti	5.46
algunas	5.45
hablar	5.45
hora	5.45
madre	5.45
señor	5.45
siendo	5.45
centro	5.44
derecho	5.44
falta	5.44
grandes	5.44
haciendo	5.44
hombres	5.44
nuestros	5.44
puedes	5.44
amigos	5.43
buenos	5.43
cambio	5.43
idea	5.43
mierda	5.43
muerte	5.43
problemas	5.43
tarde	5.43
tras	5.43
través	5.43
tú	5.43
meses	5.42
podría	5.42
realidad	5.42
the	5.42
algún	5.41
amor	5.41
dicho	5.41
eran	5.41
frente	5.41
incluso	5.41
primero	5.41
real	5.41
vas	5.41
c	5.40
cuatro	5.40
desarrollo	5.40
hijo	5.40
sociedad	5.40
tema	5.40
varios	5.40
esas	5.39
mí	5.39
nivel	5.39
niños	5.39
seguro	5.39
sería	5.39
argentina	5.38
hacen	5.38
hemos	5.38
juego	5.38
llegar	5.38
mano	5.38
paso	5.38
posible	5.38
proyecto	5.38
sigue	5.38
somos	5.38
unidos	5.38
uso	5.38
artículo	5.37
cerca	5.37
cierto	5.37
grande	5.37
países	5.37
quién	5.37
razón	5.37
sabe	5.37
todavía	5.37
amigo	5.36
i	5.36
madrid	5.36
mayoría	5.36
padre	5.36
salir	5.36
seguridad	5.36
tierra	5.36
visto	5.36
único	5.36
cuerpo	5.35
programa	5.35
segundo	5.35
unas	5.35
universidad	5.35
último	5.35
cabeza	5.34
foto	5.34
haya	5.34
internacional	5.34
mil	5.34
palabras	5.34
pasar	5.34
público	5.34
seguir	5.34
servicio	5.34
situación	5.34
ayuda	5.33
juan	5.33
libro	5.33
siguiente	5.33
veo	5.33
datos	5.32
dejar	5.32
educación	5.32
proceso	5.32
sentido	5.32
cinco	5.31
clase	5.31
cuanto	5.31
derechos	5.31
ello	5.31
estás	5.31
hijos	5.31
mes	5.31
s	5.31
usted	5.31
largo	5.30
ningún	5.30
orden	5.30
puesto	5.30
quieres	5.30
realmente	5.30
alto	5.29
demás	5.29
dicen	5.29
diferentes	5.29
español	5.29
junto	5.29
lista	5.29
medios	5.29
ninguna	5.29
personal	5.29
total	5.29
trata	5.29
video	5.29
viene	5.29
web	5.29
base	5.28
camino	5.28
digo	5.28
empresa	5.28
especial	5.28
hola	5.28
m	5.28
paz	5.28
policía	5.28
queda	5.28
salud	5.28
sitio	5.28
tomar	5.28
tuvo	5.28
zona	5.28
calle	5.27
cara	5.27
línea	5.27
mundial	5.27
obra	5.27
ojos	5.27
os	5.27
pensar	5.27
servicios	5.27
sociales	5.27
allí	5.26
atención	5.26
debería	5.26
escuela	5.26
julio	5.26
pueda	5.26
quieren	5.26
respecto	5.26
segunda	5.26
siento	5.26
ve	5.26
vivir	5.26
capital	5.25
casos	5.25
etc	5.25
libre	5.25
luz	5.25
mejores	5.25
población	5.25
quienes	5.25
relación	5.25
sabes	5.25
suerte	5.25
varias	5.25
bastante	5.24
cultura	5.24
debido	5.24
difícil	5.24
dio	5.24
estaban	5.24
fotos	5.24
fuerte	5.24
fácil	5.24
habla	5.24
miedo	5.24
minutos	5.24
música	5.24
poner	5.24
pregunta	5.24
rey	5.24
vos	5.24
apoyo	5.23
dado	5.23
deja	5.23
demasiado	5.23
espero	5.23
fuerza	5.23
iba	5.23
josé	5.23
manos	5.23
mayo	5.23
mucha	5.23
oficial	5.23
propio	5.23
buenas	5.22
chile	5.22
control	5.22
deben	5.22
empresas	5.22
encontrar	5.22
inglés	5.22
marzo	5.22
peor	5.22
serie	5.22
sur	5.22
trabajar	5.22
última	5.22
asi	5.21
edad	5.21
futuro	5.21
justicia	5.21
libertad	5.21
nuestras	5.21
pesar	5.21
tampoco	5.21
venezuela	5.21
allá	5.20
cantidad	5.20
corazón	5.20
diciembre	5.20
encuentra	5.20
existe	5.20
imagen	5.20
importa	5.20
norte	5.20
octubre	5.20
p	5.20
político	5.20
principal	5.20
propia	5.20
vi	5.20
vista	5.20
volver	5.20
voz	5.20
actual	5.19
ambos	5.19
elecciones	5.19
estudio	5.19
grupos	5.19
media	5.19
mira	5.19
modo	5.19
palabra	5.19
pasó	5.19
sean	5.19
tenido	5.19
abril	5.18
campo	5.18
hubiera	5.18
internet	5.18
joven	5.18
nuevos	5.18
plan	5.18
puntos	5.18
pública	5.18
región	5.18
significa	5.18
comunidad	5.17
dirección	5.17
habían	5.17
has	5.17
investigación	5.17
junio	5.17
lleva	5.17
nuevas	5.17
partidos	5.17
partir	5.17
película	5.17
q	5.17
república	5.17
resto	5.17
vuelta	5.17
consejo	5.16
dan	5.16
dónde	5.16
hacerlo	5.16
llamado	5.16
mercado	5.16
movimiento	5.16
noviembre	5.16
papel	5.16
precio	5.16
respuesta	5.16
seis	5.16
simplemente	5.16
x	5.16
única	5.16
agosto	5.15
aun	5.15
b	5.15
cargo	5.15
comida	5.15
cuales	5.15
ellas	5.15
enero	5.15
experiencia	5.15
jefe	5.15
leer	5.15
llama	5.15
llevar	5.15
miembros	5.15
n	5.15
padres	5.15
pena	5.15
producción	5.15
siglo	5.15
ustedes	5.15
cabo	5.14
común	5.14
economía	5.14
entiendo	5.14
espacio	5.14
febrero	5.14
hablando	5.14
haga	5.14
necesita	5.14
opinión	5.14
oportunidad	5.14
organización	5.14
partes	5.14
página	5.14
resultados	5.14
santa	5.14
tenga	5.14
vale	5.14
acción	5.13
arte	5.13
condiciones	5.13
conocer	5.13
estuvo	5.13
necesito	5.13
noticias	5.13
plaza	5.13
septiembre	5.13
u	5.13
usar	5.13
valor	5.13
vivo	5.13
calidad	5.12
causa	5.12
central	5.12
director	5.12
duda	5.12
europa	5.12
fecha	5.12
feliz	5.12
iglesia	5.12
l	5.12
necesario	5.12
obras	5.12
políticos	5.12
pronto	5.12
resultado	5.12
alta	5.11
cambiar	5.11
civil	5.11
colombia	5.11
hermano	5.11
libros	5.11
local	5.11
mar	5.11
mismos	5.11
viaje	5.11
últimos	5.11
acerca	5.10
acá	5.10
alrededor	5.10
campaña	5.10
carrera	5.10
ejército	5.10
encima	5.10
estudios	5.10
interés	5.10
llegó	5.10
mensaje	5.10
negro	5.10
niño	5.10
objetivo	5.10
of	5.10
popular	5.10
principio	5.10
provincia	5.10
recursos	5.10
red	5.10
río	5.10
ah	5.09
aquellos	5.09
ayer	5.09
blanco	5.09
carlos	5.09
